Order Date,City,Category,Sub-Category,Product Name,Sales,Quantity
2014-09-08,Chesapeake,Office Supplies,Fasteners,Advantus Plastic Paper Clips,45.0,9
2014-09-08,Chesapeake,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",209.97,3
2017-10-02,Los Angeles,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",112.12000000000002,5
2017-10-02,Los Angeles,Office Supplies,Storage,Tennsco Double-Tier Lockers,1575.14,7
2017-11-19,Alexandria,Office Supplies,Fasteners,OIC Binder Clips,25.06,7
2016-12-30,Deer Park,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,6.923999999999998,6
2017-12-01,Philadelphia,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,37.392,3
2017-12-01,Philadelphia,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12,5
2016-06-13,Wichita,Office Supplies,Labels,Avery 51,18.9,3
2014-05-19,Midland,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,57.42,9
2017-01-30,San Francisco,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",12.74,7
2017-01-30,San Francisco,Office Supplies,Art,Newell 338,8.82,3
2017-01-30,San Francisco,Furniture,Chairs,Novimex Swivel Fabric Task Chair,120.784,1
2015-11-28,Freeport,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59000000000003,3
2017-10-23,Austin,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.761999999999995,3
2017-10-23,Austin,Office Supplies,Storage,Advantus Rolling Storage Box,13.72,1
2017-10-23,Austin,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,55.2,1
2017-10-23,Austin,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",259.136,4
2017-09-07,Philadelphia,Office Supplies,Labels,Avery 519,29.24,5
2017-09-07,Philadelphia,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",15.552000000000003,3
2017-09-07,Philadelphia,Office Supplies,Envelopes,Poly String Tie Envelopes,4.896000000000001,3
2016-12-29,Bristol,Office Supplies,Binders,GBC Wire Binding Strips,38.088,4
2016-12-29,Bristol,Office Supplies,Binders,Zipper Ring Binder Pockets,2.8080000000000007,3
2015-12-05,Philadelphia,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,2
2015-12-05,Philadelphia,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",26.064000000000007,6
2014-11-01,Chicago,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,15.696000000000002,3
2016-04-16,Columbus,Office Supplies,Art,Newell 341,12.84,3
2017-05-14,New York City,Technology,Phones,Google Nexus 5,539.97,3
2017-05-14,New York City,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2
2015-03-14,Dover,Office Supplies,Labels,Avery 476,16.52,4
2015-03-14,Dover,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,671.9399999999999,3
2017-01-14,Aurora,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,169.06400000000002,7
2017-01-14,Aurora,Office Supplies,Storage,Mobile Personal File Cube,168.624,9
2015-03-08,Long Beach,Office Supplies,Paper,Xerox 1997,19.44,3
2014-10-11,Pasadena,Office Supplies,Storage,Iris Project Case,31.92,4
2014-10-11,Pasadena,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433.568,2
2015-04-13,Mesa,Office Supplies,Paper,Xerox 210,31.104000000000006,6
2015-04-13,Mesa,Office Supplies,Paper,Xerox 1973,54.816,3
2017-11-16,Fresno,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,48.86,7
2016-07-01,Columbia,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",14.2,2
2016-07-01,Columbia,Office Supplies,Paper,Xerox 210,12.96,2
2016-07-01,Columbia,Office Supplies,Binders,Binding Machine Supplies,58.34,2
2015-11-29,Santa Ana,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2
2014-04-07,Columbia,Technology,Phones,AT&T TR1909W,629.9499999999999,5
2014-04-07,Columbia,Office Supplies,Paper,Xerox 1945,122.97,3
2016-06-16,Los Angeles,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",46.35,5
2017-03-06,San Francisco,Office Supplies,Binders,Economy Binders,14.976,9
2017-10-07,Houston,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,4.239999999999999,5
2017-10-06,New York City,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,319.96,4
2017-10-06,New York City,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,3
2017-10-06,New York City,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,3
2016-12-05,Franklin,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,81.94,1
2016-10-21,Baltimore,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6
2017-05-18,Mcallen,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",6.873999999999999,7
2017-05-18,Mcallen,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",1.996,1
2017-05-18,Mcallen,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928,2
2016-09-26,Iowa City,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),9.99,1
2017-11-17,Newark,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,10499.97,3
2015-07-08,Houston,Office Supplies,Paper,Xerox 1990,21.12,5
2015-11-16,Boise,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,696.42,2
2015-11-16,Boise,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,304.776,3
2015-06-18,San Diego,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",51.98,2
2016-04-08,Los Angeles,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",24.700000000000003,5
2015-04-18,New York City,Office Supplies,Labels,Avery 486,21.93,3
2016-12-03,Philadelphia,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,394.816,4
2016-12-03,Philadelphia,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",18.192000000000004,4
2015-12-10,New York City,Office Supplies,Labels,Avery 486,7.31,1
2015-12-10,New York City,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,799.984,2
2015-12-10,New York City,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",41.28,6
2015-12-10,New York City,Office Supplies,Paper,Xerox 1883,184.66,7
2014-10-31,Cranston,Office Supplies,Art,Lumber Crayons,49.25,5
2014-10-31,Cranston,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",10.16,2
2014-10-31,Cranston,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2
2014-10-31,Cranston,Office Supplies,Binders,GBC Recycled VeloBinder Covers,34.08,2
2014-10-31,Cranston,Furniture,Furnishings,Eldon Wave Desk Accessories,17.669999999999998,3
2014-10-31,Cranston,Furniture,Chairs,Hon Pagoda Stacking Chairs,1604.9,5
2014-10-31,Cranston,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",385.686,1
2017-12-09,Chicago,Office Supplies,Paper,Xerox 1921,15.984000000000002,2
2014-05-05,Richmond,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",9.42,3
2014-05-05,Richmond,Office Supplies,Art,Newell 350,6.56,2
2014-05-05,Richmond,Office Supplies,Paper,Xerox 1933,24.56,2
2016-03-04,Mishawaka,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.39999999999998,3
2014-11-30,Mount Vernon,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62.28,4
2015-02-18,Los Angeles,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,9.24,3
2017-04-01,San Francisco,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",482.664,8
2017-04-01,San Francisco,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4799.984,2
2017-06-11,Seattle,Office Supplies,Paper,Xerox 1939,37.94,2
2017-06-11,Seattle,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",18.288,6
2017-06-11,Seattle,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.80000000000007,5
2017-06-11,Seattle,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",102.96,2
2017-06-11,Seattle,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,174.42000000000002,3
2016-09-30,Quincy,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.9639999999999995,2
2014-12-13,Chicago,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,94.428,3
2017-11-11,Urbandale,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92,4
2015-01-05,Seattle,Furniture,Chairs,Global Deluxe Steno Chair,61.584,1
2016-03-24,Richmond,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",22.48,1
2017-07-05,Dallas,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",332.028,9
2017-07-05,Dallas,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",11.393999999999998,9
2017-07-05,Dallas,Office Supplies,Paper,Xerox 1975,15.552000000000003,3
2017-07-05,Dallas,Office Supplies,Paper,Xerox 1966,31.104000000000006,6
2017-07-05,Dallas,Office Supplies,Binders,Tuf-Vin Binders,6.315999999999998,1
2014-09-21,Philadelphia,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352000000000002,3
2014-09-21,Philadelphia,Office Supplies,Labels,Staple-on labels,20.808000000000003,9
2016-07-23,Rockford,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",11.415999999999997,4
2017-08-29,Philadelphia,Office Supplies,Art,Newell 323,9.408,7
2017-03-26,Seattle,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",19.83,1
2017-12-29,Grand Rapids,Office Supplies,Paper,Xerox 1915,209.7,2
2014-09-20,Los Angeles,Office Supplies,Appliances,Staple holder,43.92,4
2014-09-20,Los Angeles,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,20.232,3
2016-04-04,Springfield,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3
2016-04-04,Springfield,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",27.81,3
2014-03-26,Los Angeles,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.30000000000001,3
2017-11-28,Baltimore,Office Supplies,Art,BIC Brite Liner Grip Highlighters,1.64,1
2017-11-28,Baltimore,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5
2017-11-28,Baltimore,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",20.9,5
2016-12-01,Fairfield,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08,6
2016-12-01,Fairfield,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,751.92,4
2014-09-19,New York City,Furniture,Chairs,Hon Olson Stacker Stools,887.103,7
2015-10-23,Lakeland,Technology,Phones,Mediabridge Sport Armband iPhone 5s,55.944,7
2015-10-23,Lakeland,Office Supplies,Art,Sanford Liquid Accent Highlighters,10.688,2
2015-10-23,Lakeland,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",11.824,2
2017-10-13,Freeport,Office Supplies,Paper,Easy-staple paper,63.312,3
2017-10-13,Freeport,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,96.78399999999998,4
2017-10-13,Freeport,Furniture,Furnishings,Dax Clear Box Frame,10.476,3
2015-09-04,Medford,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762,2
2016-03-14,Seattle,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",196.784,2
2017-10-28,New York City,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",47.98,2
2017-10-15,Fairfield,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,13.05,5
2017-08-07,Moorhead,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,4
2017-09-21,Columbus,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,80.48,1
2017-11-03,Philadelphia,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673000000000002,3
2016-11-05,Houston,Furniture,Tables,Laminate Occasional Tables,863.1279999999999,8
2016-11-05,Houston,Office Supplies,Binders,Storex Dura Pro Binders,3.563999999999999,3
2016-11-05,Houston,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648,7
2016-11-05,Houston,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,12.587999999999996,3
2016-11-05,Houston,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,171.96,5
2017-06-25,Seattle,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871.4,4
2015-11-26,Jackson,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,692.472,11
2016-11-24,Baltimore,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",207.76,4
2017-07-21,Murray,Technology,Phones,PayAnywhere Card Reader,71.92800000000001,9
2017-07-21,Murray,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1
2015-10-23,Seattle,Office Supplies,Binders,Avery Non-Stick Binders,3.5920000000000005,1
2015-07-09,Dallas,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",48.63199999999999,2
2017-08-18,Seattle,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2
2016-04-16,Lakewood,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",9099.93,7
2016-04-16,Lakewood,Furniture,Furnishings,Stacking Trays by OIC,9.96,2
2016-04-16,Lakewood,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25.3,5
2014-11-14,New York City,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2
2014-11-14,New York City,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",69.264,2
2014-12-20,Indianapolis,Office Supplies,Labels,Avery 487,3.69,1
2014-12-20,Indianapolis,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1103.97,3
2015-11-21,Port Arthur,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,246.1328,2
2015-11-21,Port Arthur,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,11.696,2
2015-11-21,Port Arthur,Technology,Copiers,Sharp 1540cs Digital Laser Copier,439.992,1
2017-12-28,Nashville,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784,1
2015-05-17,Houston,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,33.279999999999994,5
2015-05-17,Houston,Office Supplies,Paper,Things To Do Today Pad,14.088,3
2017-12-09,Los Angeles,Office Supplies,Art,Newell 314,11.16,2
2017-12-09,Los Angeles,Furniture,Tables,Bevis 36 x 72 Conference Tables,896.328,9
2017-12-09,Los Angeles,Office Supplies,Appliances,Harmony Air Purifier,189.0,1
2017-03-10,Philadelphia,Technology,Phones,Nokia Lumia 521 (T-Mobile),53.982,3
2017-10-22,Redmond,Furniture,Tables,KI Conference Tables,177.225,5
2017-07-03,Citrus Heights,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",129.39,3
2017-09-04,Los Angeles,Office Supplies,Storage,"Rogers Jumbo File, Granite",54.32,4
2017-08-23,Tallahassee,Technology,Phones,Samsung Galaxy Mega 6.3,4367.896000000001,13
2017-08-23,Tallahassee,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",49.568000000000005,2
2017-08-23,Tallahassee,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,161.376,6
2017-08-23,Tallahassee,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",2.7840000000000003,2
2017-08-23,Tallahassee,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",8.72,5
2014-08-22,Lakewood,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,1
2016-10-04,The Colony,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,59.752,7
2014-10-26,Seattle,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,63.92,4
2014-10-26,Seattle,Technology,Phones,Vtech CS6719,383.96,5
2016-06-28,Los Angeles,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752000000000001,3
2016-06-28,Los Angeles,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568000000000005,2
2014-11-04,Los Angeles,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,666.344,7
2014-11-04,Los Angeles,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",573.728,4
2014-11-04,Los Angeles,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,21.936000000000003,3
2014-11-04,Los Angeles,Office Supplies,Paper,Xerox 2000,19.44,3
2014-11-04,Los Angeles,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer,447.9680000000001,4
2014-09-08,Long Beach,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,16.78,2
2015-06-25,Los Angeles,Office Supplies,Art,Staples in misc. colors,20.96,2
2015-06-25,Los Angeles,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752,3
2015-06-25,Los Angeles,Office Supplies,Storage,Tennsco Regal Shelving Units,304.23,3
2015-07-26,San Francisco,Office Supplies,Envelopes,Airmail Envelopes,167.86,2
2017-12-07,Richmond,Furniture,Furnishings,DAX Wood Document Frame.,82.38,6
2014-12-29,Albuquerque,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976000000000003,3
2014-12-29,Albuquerque,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1
2015-02-14,Akron,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.952000000000004,2
2015-02-14,Akron,Technology,Phones,Google Nexus 5,323.982,3
2015-02-14,Akron,Office Supplies,Binders,Acco Hanging Data Binders,2.2860000000000005,2
2015-02-14,Akron,Office Supplies,Art,Newell 315,14.352000000000002,3
2015-02-14,Akron,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,71.976,3
2016-01-25,Plainfield,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,3
2016-01-25,Plainfield,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",18.0,5
2017-04-01,New York City,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",42.92999999999999,9
2017-10-03,Hialeah,Office Supplies,Paper,Xerox 208,15.552000000000003,3
2017-10-03,Hialeah,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,17.92,5
2017-09-01,Redmond,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1
2017-09-01,Redmond,Office Supplies,Binders,Avery Metallic Poly Binders,22.92,5
2015-12-21,Daytona Beach,Technology,Accessories,Memorex Micro Travel Drive 4 GB,50.88,6
2015-12-21,Daytona Beach,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",27.312,2
2015-12-20,Bullhead City,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,7.920000000000001,1
2015-12-20,Bullhead City,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368000000000002,2
2015-11-27,Los Angeles,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97,3
2015-11-27,Los Angeles,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",113.82,3
2017-08-27,Franklin,Office Supplies,Paper,Xerox 217,5.184000000000001,1
2014-03-22,Portage,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2
2017-12-17,Arlington,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,3
2017-03-19,San Francisco,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",19.824,6
2017-03-19,San Francisco,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,657.504,6
2017-03-19,San Francisco,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,99.54,2
2017-03-19,San Francisco,Technology,Accessories,Logitech Wireless Marathon Mouse M705,199.96,4
2016-09-18,New Rochelle,Furniture,Chairs,Global Leather Executive Chair,631.782,2
2016-09-18,New Rochelle,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,60.72,3
2017-11-24,Mesa,Office Supplies,Binders,GBC Recycled Grain Textured Covers,20.724000000000004,2
2017-11-24,Mesa,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.87200000000007,8
2017-04-11,Lancaster,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2
2017-04-11,Lancaster,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,27.12,2
2017-12-10,Stockton,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4
2017-12-10,Stockton,Office Supplies,Paper,Xerox 225,12.96,2
2017-11-24,Asheville,Office Supplies,Binders,Avery Durable Slant Ring Binders,19.008000000000003,8
2015-12-04,Clarksville,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1598.0580000000002,7
2015-12-04,Clarksville,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,36.96,4
2017-12-11,Aurora,Office Supplies,Paper,Xerox 21,10.368000000000002,2
2017-12-11,Aurora,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,77.72000000000001,1
2017-12-11,Aurora,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,520.4639999999999,2
2016-05-21,Warwick,Office Supplies,Paper,Easy-staple paper,111.96,2
2017-02-17,Lafayette,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.160000000000004,3
2017-05-20,Fargo,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,131.94,3
2017-05-20,Fargo,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",25.92,4
2017-05-20,Fargo,Office Supplies,Storage,Fellowes High-Stak Drawer Files,704.76,4
2017-05-20,Fargo,Office Supplies,Fasteners,Staples,7.41,3
2017-05-20,Fargo,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",21.5,10
2017-09-11,Chicago,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,10.528,4
2017-09-11,Chicago,Office Supplies,Paper,Xerox 1927,20.544000000000004,6
2016-11-05,Lawrence,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,104.9,5
2016-11-05,Lawrence,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2
2016-11-05,Lawrence,Office Supplies,Labels,Avery 503,51.75,5
2017-07-23,Elkhart,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,2
2017-07-23,Elkhart,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",159.75,5
2016-11-18,Kent,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,103.968,6
2014-04-25,San Gabriel,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.25,5
2014-04-25,San Gabriel,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,270.72,3
2014-04-25,San Gabriel,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,1487.04,5
2015-11-30,Henderson,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2
2015-11-30,Henderson,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",71.88,2
2015-10-25,San Francisco,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,3
2015-10-25,San Francisco,Furniture,Tables,Balt Solid Wood Rectangular Table,253.176,3
2015-07-20,Highland Park,Office Supplies,Binders,Avery Durable Binders,2.879999999999999,5
2015-07-20,Highland Park,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,384.944,4
2015-07-20,Highland Park,Technology,Phones,Pyle PMP37LED,153.584,2
2015-07-20,Highland Park,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.43,5
2016-10-27,San Francisco,Office Supplies,Appliances,Staple holder,43.92,4
2016-10-27,San Francisco,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,3
2017-11-20,New York City,Office Supplies,Paper,Xerox 1968,46.76,7
2017-11-20,New York City,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",183.968,2
2017-11-20,New York City,Technology,Phones,Samsung Galaxy Mega 6.3,1259.97,3
2017-11-20,New York City,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,68.97,3
2016-09-08,Dallas,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368,2
2016-09-08,Dallas,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",59.96000000000001,5
2014-07-20,Springfield,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,25.984,1
2014-07-20,Springfield,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.360000000000003,3
2016-11-15,San Diego,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2
2014-07-07,Philadelphia,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",172.18599999999998,2
2014-07-07,Philadelphia,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.00800000000001,2
2016-03-17,Columbia,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",199.9,5
